Release_Date,Rank,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross,USD_Profit,Decade
2011-08-26,4520,Redemption Road,2300000,29384,29384,-2270616,2010
2011-08-26,4963,Circumstance,900000,958978,454121,58978,2010
2011-08-31,2376,The Debt,20000000,46604054,31177548,26604054,2010
2011-09-09,802,Contagion,60000000,137551594,75658097,77551594,2010
2011-09-09,2113,Warrior,25000000,24215385,13657115,-784615,2010
2011-09-09,3425,Bucky Larson: Born to Be a Star,10000000,2529395,2529395,-7470605,2010
2011-09-09,4398,Creature,3000000,331000,331000,-2669000,2010
2011-09-09,4413,Tanner Hall,3000000,5073,5073,-2994927,2010
2011-09-09,4621,Grave Encounters,2000000,2151887,0,151887,2010
2011-09-09,4996,Kevin Hart: Laugh at My Pain,750000,7712436,7706436,6962436,2010
2011-09-11,1556,J. Edgar,35000000,84606030,37306030,49606030,2010
2011-09-12,1977,New Year’s Eve,26000000,146850273,54544638,120850273,2010
2011-09-12,2074,The Sitter,25000000,38749404,30542576,13749404,2010
2011-09-12,2294,Tinker Tailor Soldier Spy,21000000,81452811,24149393,60452811,2010
2011-09-12,3171,Young Adult,12000000,22750356,16311571,10750356,2010
2011-09-13,4423,Never Back Down 2: The Beatdown,3000000,0,0,-3000000,2010
2011-09-16,2126,Straw Dogs,25000000,11253821,10324441,-13746179,2010
2011-09-16,2188,I Don't Know How She Does It,24000000,24474463,9659074,474463,2010
2011-09-16,2829,Drive,15000000,78054825,35060689,63054825,2010
2011-09-16,3653,Restless,8000000,2772511,163753,-5227489,2010
2011-09-16,3707,3,7200000,295492,59774,-6904508,2010
2011-09-23,676,Killer Elite,70000000,65409046,25124986,-4590954,2010
2011-09-23,1030,Moneyball,50000000,111300835,75605492,61300835,2010
2011-09-23,1480,Dolphin Tale,37000000,96068724,72286779,59068724,2010
2011-09-23,1572,Abduction,35000000,86648359,28087155,51648359,2010
2011-09-23,1849,Machine Gun Preacher,30000000,3721988,538690,-26278012,2010
2011-09-23,4207,Red State,4000000,1983596,1065429,-2016404,2010
2011-09-23,5258,Weekend,190000,1577585,484592,1387585,2010
2011-09-30,1094,Dream House,50000000,41642166,21302340,-8357834,2010
2011-09-30,2431,What's Your Number?,20000000,30163785,14011084,10163785,2010
2011-09-30,3013,Margaret,14000000,623292,47185,-13376708,2010
2011-09-30,3606,50/50,8000000,41334735,35016118,33334735,2010
2011-09-30,4061,Tucker & Dale vs. Evil,5000000,5476793,223838,476793,2010
2011-09-30,4099,Take Shelter,4750000,4972016,1728953,222016,2010
2011-09-30,4542,Courageous,2000000,35185884,34522221,33185884,2010
2011-10-05,3902,The Hit List,6000000,0,0,-6000000,2010
2011-10-06,1013,Super 8,50000000,257972745,127004179,207972745,2010
2011-10-06,4286,Trolljegeren,3500000,5706638,253444,2206638,2010
2011-10-08,2009,The Help,25000000,213120004,169705587,188120004,2010
2011-10-14,1275,The Big Year,41000000,7684524,7204138,-33315476,2010
2011-10-14,1467,The Thing,38000000,27501814,16928670,-10498186,2010
2011-10-14,1628,Trespass,35000000,786532,16816,-34213468,2010
2011-10-14,2170,Footloose,24000000,62989834,51802742,38989834,2010
2011-10-14,3662,Fireflies in the Garden,8000000,3505823,36884,-4494177,2010
2011-10-21,431,The Three Musketeers,90000000,139877913,20377913,49877913,2010
2011-10-21,1223,Johnny English Reborn,45000000,164539660,8305970,119539660,2010
2011-10-21,3757,The Mighty Macs,7000000,1891936,1891936,-5108064,2010
2011-10-21,3935,Le Havre,5500000,13480196,611709,7980196,2010
2011-10-21,3956,Paranormal Activity 3,5000000,202053386,104028807,197053386,2010
2011-10-21,4158,Cargo,4200000,313230,0,-3886770,2010
2011-10-21,4305,Margin Call,3400000,20433227,5353586,17033227,2010
2011-10-21,4867,Martha Marcy May Marlene,1000000,5438911,2981038,4438911,2010
2011-10-28,217,Puss in Boots,130000000,554987477,149260504,424987477,2010
2011-10-28,1221,The Rum Diary,45000000,21544732,13109815,-23455268,2010
2011-10-28,1554,In Time,35000000,165103952,37553932,130103952,2010
2011-10-28,1936,Anonymous,27500000,15815509,4463292,-11684491,2010
2011-10-28,5189,Like Crazy,250000,3731489,3395391,3481489,2010
2011-11-02,506,Just Go With It,80000000,214974953,103028109,134974953,2010
2011-11-02,1490,Gnomeo and Juliet,36000000,193737977,99967670,157737977,2010
2011-11-02,2091,The Eagle,25000000,36054706,19490041,11054706,2010
2011-11-02,3034,Justin Bieber: Never Say Never,13000000,99034125,73013910,86034125,2010
2011-11-02,3402,Cedar Rapids,10000000,7862131,6861102,-2137869,2010
2011-11-02,4733,MOOZ-lum,1500000,372239,362239,-1127761,2010
2011-11-02,4811,Certifiably Jonathan,1200000,7826,7826,-1192174,2010
2011-11-02,5344,Raymond Did It,40000,3632,3632,-36368,2010
2011-11-03,170,Mars Needs Moms,150000000,39549758,21392758,-110450242,2010
2011-11-03,650,Battle: Los Angeles,70000000,213463976,83552429,143463976,2010
2011-11-03,1258,Red Riding Hood,42000000,91678442,37662162,49678442,2010
2011-11-03,3207,Kill the Irishman,12000000,1188194,1188194,-10811806,2010
2011-11-03,5167,3 Backyards,300000,39475,39475,-260525,2010
2011-11-11,559,Jack and Jill,79000000,150519217,74158157,71519217,2010
2011-11-11,589,Immortals,75000000,211562435,83504017,136562435,2010
2011-11-11,3503,Melancholia,9400000,21817298,3030848,12417298,2010
2011-11-16,2322,The Descendants,20000000,175507800,82624961,155507800,2010
2011-11-18,207,Happy Feet Two,135000000,157956466,64006466,22956466,2010
2011-11-18,227,"The Twilight Saga: Breaking Dawn, Part 1",127500000,689420051,281287133,561920051,2010
2011-11-18,4232,Another Happy Day,4000000,978527,9120,-3021473,2010
2011-11-23,78,Hugo,180000000,180047784,73864507,47784,2010
2011-11-23,464,Arthur Christmas,85000000,149717124,46462469,64717124,2010
2011-11-23,1170,The Muppets,45000000,160971922,88625922,115971922,2010
2011-11-23,2475,A Dangerous Method,20000000,14807531,5702083,-5192469,2010
2011-11-23,3377,My Week with Marilyn,10000000,34240572,14597405,24240572,2010
2011-11-25,2731,The Artist,16000000,128256712,44667095,112256712,2010
2011-11-25,5368,The Ridges,17300,0,0,-17300,2010
2011-12-08,1349,Final Destination 5,40000000,155011165,42587643,115011165,2010
2011-12-08,1906,30 Minutes or Less,28000000,40966716,37053924,12966716,2010
2011-12-08,3531,Glee: The 3D Concert Movie,9000000,17462398,11862398,8462398,2010
2011-12-16,173,Mission: Impossible—Ghost Protocol,145000000,694713230,209397903,549713230,2010
2011-12-16,240,Sherlock Holmes: A Game of Shadows,125000000,535663443,186848418,410663443,2010
2011-12-16,497,Alvin and the Chipmunks: Chipwrecked,80000000,349088523,133107389,269088523,2010
2011-12-16,2141,Carnage,25000000,38112154,2546747,13112154,2010
2011-12-20,406,The Girl with the Dragon Tattoo,90000000,239373970,102515793,149373970,2010
2011-12-21,223,The Adventures of Tintin,130000000,373993951,77591831,243993951,2010
2011-12-21,3690,Albert Nobbs,7500000,8539003,3014696,1039003,2010
2011-12-23,1029,We Bought a Zoo,50000000,118729073,75624550,68729073,2010
2011-12-23,3090,In The Land of Blood and Honey,13000000,509193,303877,-12490807,2010
2011-12-25,652,War Horse,70000000,156815529,79883359,86815529,2010
2011-12-25,1368,Extremely Loud and Incredibly Close,40000000,55247881,31847881,15247881,2010
2011-12-25,1632,The Darkest Hour,34800000,62831715,21443494,28031715,2010
2011-12-30,4980,Jodaeiye Nader az Simin,800000,24426169,7098492,23626169,2010
2011-12-31,3225,Tu Xia Chuan Qi,12000000,1828400,0,-10171600,2010
2011-12-31,3508,Red Dog,9100000,20927794,0,11827794,2010
2011-12-31,3819,Tracker,6500000,3149,0,-6496851,2010
2011-12-31,3901,Freaky Deaky,6000000,0,0,-6000000,2010
2011-12-31,4085,We Have Your Husband,5000000,0,0,-5000000,2010
2011-12-31,4104,Without Men,4700000,0,0,-4700000,2010
2011-12-31,4464,La Cara Oculta,2600000,7033931,0,4433931,2010
2011-12-31,4642,True Bromance,2000000,0,0,-2000000,2010
2011-12-31,5217,Rock the House,250000,0,0,-250000,2010
2011-12-31,5319,Absentia,70000,8555,0,-61445,2010
2012-01-06,102,Snow White and the Huntsman,170000000,401021746,155136755,231021746,2010
2012-01-06,3189,For Greater Glory,12000000,10026255,5669081,-1973745,2010
2012-01-06,4238,The Loved Ones,4000000,12302,0,-3987698,2010
2012-01-06,4810,"Pink Ribbons, Inc.",1200000,26608,26608,-1173392,2010
2012-01-06,4905,Hardflip,1000000,96734,96734,-903266,2010
2012-01-10,200,The Croods,135000000,573068425,187168425,438068425,2010
2012-01-13,1932,Joyful Noise,27500000,31157914,30932113,3657914,2010
2012-01-13,2031,Contraband,25000000,98406855,66528000,73406855,2010
2012-01-13,2976,The Iron Lady,14000000,115592104,29959436,101592104,2010
2012-01-13,3759,We Need to Talk About Kevin,7000000,10765283,1738692,3765283,2010
2012-01-13,4412,The Divide,3000000,156362,18000,-2843638,2010
2012-01-13,5382,Newlyweds,9000,4584,4584,-4416,2010
2012-01-20,365,Jin líng shí san chai,100000000,98227017,311434,-1772983,2010
2012-01-20,659,Underworld: Awakening,70000000,160379930,62321039,90379930,2010
2012-01-20,886,Red Tails,58000000,50365498,49876377,-7634502,2010
2012-01-20,2209,Haywire,23000000,36374700,18942396,13374700,2010
2012-01-20,3444,Coriolanus,10000000,1049641,749641,-8950359,2010
2012-01-27,1261,One for the Money,42000000,36197221,26414527,-5802779,2010
2012-01-27,1266,Man on a Ledge,42000000,45688337,18620000,3688337,2010
2012-01-27,2041,The Grey,25000000,81249176,51580136,56249176,2010
2012-02-03,698,Doctor Seuss' The Lorax,67500000,350976753,214030500,283476753,2010
2012-02-03,3137,Project X,12000000,103028188,54731865,91028188,2010
2012-02-03,4403,Tim and Eric's Billion Dollar Movie,3000000,223652,201436,-2776348,2010
2012-02-11,111,Wreck-It Ralph,165000000,496511521,189412677,331511521,2010
2012-02-11,1693,Flight,31000000,160558438,93772375,129558438,2010
2012-02-11,2775,Vamps,16000000,94812,3361,-15905188,2010
2012-02-11,2870,The Man with the Iron Fists,15000000,22018988,15634090,7018988,2010
2012-02-17,732,This Means War,65000000,156974557,54760791,91974557,2010
2012-02-17,898,Ghost Rider: Spirit of Vengeance,57000000,149217355,51774002,92217355,2010
2012-02-17,2208,Kari gurashi no Arietti,23000000,151496097,19192510,128496097,2010
2012-02-24,1661,Wanderlust,32500000,24159934,17288155,-8340066,2010
2012-02-24,2972,Tyler Perry's Good Deeds,14000000,35579177,35025791,21579177,2010
2012-02-24,3131,Act of Valor,12000000,82497035,70012847,70497035,2010
2012-03-02,1393,Big Miracle,40000000,25268680,20157300,-14731320,2010
2012-03-02,2812,The Woman in Black,15000000,128955898,54333290,113955898,2010
2012-03-02,3134,Chronicle,12000000,123681790,64575175,111681790,2010
2012-03-02,4676,Dysfunctional Friends,1800000,0,0,-1800000,2010
2012-03-02,4991,Kill List,800000,462206,29063,-337794,2010
2012-03-02,4999,The Innkeepers,750000,1011535,78396,261535,2010
2012-03-04,5089,Enter Nowhere,500000,0,0,-500000,2010
2012-03-07,26,The Amazing Spider-Man,220000000,757890267,262030663,537890267,2010
2012-03-07,5177,Some Guy Who Kills People,300000,0,0,-300000,2010
2012-03-08,249,Total Recall,125000000,211856088,58877969,86856088,2010
2012-03-08,2243,Diary of a Wimpy Kid: Dog Days,22000000,77229695,49008662,55229695,2010
2012-03-08,4976,Celeste and Jesse Forever,840000,3787689,3103407,2947689,2010
2012-03-16,1247,21 Jump Street,42000000,202812429,138447667,160812429,2010
2012-03-16,3415,"Jeff, Who Lives at Home",10000000,4708127,4269426,-5291873,2010
2012-03-16,3863,Casa de mi Padre,6000000,8446952,5909483,2446952,2010
2012-03-16,5325,The FP,60000,0,0,-60000,2010
2012-03-20,4235,A Lonely Place to Die,4000000,442550,0,-3557450,2010
2012-03-20,4935,Snow White: A Deadly Summer,1000000,0,0,-1000000,2010
2012-03-23,486,The Hunger Games,80000000,677923379,408010692,597923379,2010
2012-03-23,4826,Serbuan maut,1100000,9297407,4105123,8197407,2010
2012-03-23,4861,October Baby,1000000,5391992,5355847,4391992,2010
2012-03-30,163,Wrath of the Titans,150000000,305270083,83670083,155270083,2010
2012-03-30,457,Mirror Mirror,85000000,173613482,64935167,88613482,2010
2012-03-30,3092,Womb,13000000,0,0,-13000000,2010
2012-03-30,4633,The Legend of Hell’s Gate: An American Conspiracy,2000000,0,0,-2000000,2010
2012-04-05,22,The Avengers,225000000,1519479547,623279547,1294479547,2010
2012-04-05,3118,A Little Bit of Heaven,12500000,1100287,10011,-11399713,2010
2012-04-05,3284,LOL,11000000,10431506,0,-568494,2010
2012-04-05,3318,The Best Exotic Marigold Hotel,10000000,134639780,46383639,124639780,2010
2012-04-13,1766,The Three Stooges,30000000,54052249,44338224,24052249,2010
2012-04-13,1773,The Cabin in the Woods,30000000,70768144,42073277,40768144,2010
2012-04-13,2429,Lockout,20000000,33943049,14326865,13943049,2010
2012-04-13,3487,Detention,10000000,0,0,-10000000,2010
2012-04-13,4806,Blue Like Jazz,1200000,595018,595018,-604982,2010
2012-04-13,4957,L!fe Happens,930000,30905,30905,-899095,2010
2012-04-20,2033,The Lucky One,25000000,96633833,60457138,71633833,2010
2012-04-20,3124,Think Like a Man,12000000,113373764,91547205,101373764,2010
2012-04-20,3209,Darling Companion,12000000,1200346,793352,-10799654,2010
2012-04-27,954,The Pirates! Band of Misfits,55000000,136143605,31051126,81143605,2010
2012-04-27,1651,Safe,33000000,41495213,17142080,8495213,2010
2012-04-27,1796,The Five-Year Engagement,30000000,61623819,28700285,31623819,2010
2012-04-27,1991,The Raven,26000000,30601801,16008272,4601801,2010
2012-04-27,3858,Bernie,6000000,10106975,9204489,4106975,2010
2012-04-27,3946,Hodejegerne,5250000,20188740,1200010,14938740,2010
2012-04-27,4965,The Giant Mechanical Man,900000,7396,7396,-892604,2010
2012-04-27,5282,Sound of My Voice,135000,429448,408015,294448,2010
2012-05-07,3156,Katy Perry: Part of Me,12000000,32700439,25326071,20700439,2010
2012-05-10,1161,Taken 2,45000000,377807404,139854287,332807404,2010
2012-05-10,1439,Frankenweenie,39000000,81150788,35287788,42150788,2010
2012-05-10,3116,The Paperboy,12500000,3522153,677200,-8977847,2010
2012-05-10,3658,Wuthering Heights,8000000,2721534,100915,-5278466,2010
2012-05-10,3910,Trade of Innocents,5800000,15091,15091,-5784909,2010
2012-05-16,730,The Dictator,65000000,180148897,59650222,115148897,2010
2012-05-18,34,Battleship,209000000,305218228,65233400,96218228,2010
2012-05-18,1473,What to Expect When You're Expecting,37500000,120925697,41152203,83425697,2010
2012-05-18,3561,Polisse,8900000,22744132,176988,13844132,2010
2012-05-18,4829,Beyond the Black Rainbow,1100000,56491,56491,-1043509,2010
2012-05-18,5306,Indie Game: The Movie,100000,0,0,-100000,2010
2012-05-25,29,Men in Black 3,215000000,654213485,179020854,439213485,2010
2012-05-25,2730,Moonrise Kingdom,16000000,68582095,45512466,52582095,2010
2012-05-25,3287,Les Intouchables,10800000,484873045,13182281,474073045,2010
2012-05-25,4847,Chernobyl Diaries,1000000,42411721,18119640,41411721,2010
2012-06-01,4841,The Devil Inside,1000000,101759490,53262945,100759490,2010
2012-06-03,5047,High Road,546173,0,0,-546173,2010
2012-06-04,1041,American Reunion,50000000,236799211,56758835,186799211,2010
2012-06-04,4393,Damsels in Distress,3000000,1324299,1007535,-1675701,2010
2012-06-07,1194,Savages,45000000,80594860,47323100,35594860,2010
2012-06-15,668,Rock of Ages,70000000,61031932,38518613,-8968068,2010
2012-06-15,896,That's My Boy,57500000,58085235,36931089,585235,2010
2012-06-15,5287,Your Sister's Sister,120000,3090593,1597486,2970593,2010
2012-06-22,69,Brave,185000000,554606532,237282182,369606532,2010
2012-06-22,700,Abraham Lincoln: Vampire Hunter,67500000,137489730,37519139,69989730,2010
2012-06-22,2283,To Rome with Love,21500000,74326015,16684352,52826015,2010
2012-06-22,3399,Seeking a Friend for the End of the World,10000000,11766959,7078738,1766959,2010
2012-06-27,4663,Beasts of the Southern Wild,1800000,23265132,12795746,21465132,2010
2012-06-29,1003,Ted,50000000,556016627,218665740,506016627,2010
2012-06-29,2331,Tyler Perry's Madea's Witness Protection,20000000,66950887,65653242,46950887,2010
2012-06-29,2756,People Like Us,16000000,12519804,12431792,-3480196,2010
2012-06-29,3710,Magic Mike,7000000,170549753,113721571,163549753,2010
2012-07-09,2484,The Cold Light of Day,20000000,25361206,3763583,5361206,2010
2012-07-09,3857,The Words,6000000,16369708,11494838,10369708,2010
2012-07-09,3913,The Inbetweeners,5700000,86051320,35955,80351320,2010
2012-07-09,4396,Bachelorette,3000000,12577401,446770,9577401,2010
2012-07-09,4817,Crowsnest,1200000,0,0,-1200000,2010
2012-07-12,3891,Deadfall,6000000,1673635,66351,-4326365,2010
2012-07-12,3919,Khiladi 786,5600000,14683763,385422,9083763,2010
2012-07-13,371,Ice Age: Continental Drift,95000000,879765137,161321843,784765137,2010
2012-07-13,2655,Red Lights,17700000,14518884,49521,-3181116,2010
2012-07-13,4470,2016: Obama’s America,2500000,33349941,33349941,30849941,2010
2012-07-17,5090,Girls Gone Dead,500000,0,0,-500000,2010
2012-07-20,5,The Dark Knight Rises,275000000,1084439099,448139099,809439099,2010
2012-07-20,5225,Burn,225000,1109276,1109276,884276,2010
2012-07-27,948,The Watch,55000000,67130045,34353000,12130045,2010
2012-07-27,1647,Step Up Revolution,33000000,165552290,35074677,132552290,2010
2012-07-27,3436,Killer Joe,10000000,4659110,1291645,-5340890,2010
2012-08-06,172,Madagascar 3: Europe's Most Wanted,145000000,746921271,216391482,601921271,2010
2012-08-06,246,Prometheus,125000000,402448265,126477084,277448265,2010
2012-08-06,4998,Safety Not Guaranteed,750000,4422318,4010957,3672318,2010
2012-08-08,1741,Hope Springs,30000000,133085295,63536011,103085295,2010
2012-08-11,45,Skyfall,200000000,1110526981,304360277,910526981,2010
2012-08-15,1336,The Odd Life of Timothy Green,40000000,55249159,51853450,15249159,2010
2012-08-17,343,The Expendables 2,100000000,311979256,85028192,211979256,2010
2012-08-17,820,ParaNorman,60000000,108119662,56003051,48119662,2010
2012-08-17,3352,Sparkle,10000000,24660323,24397469,14660323,2010
2012-08-17,4094,The Awakening,4900000,6924321,95933,2024321,2010
2012-08-17,4483,Robot & Frank,2500000,4934356,3317468,2434356,2010
2012-08-17,5184,Compliance,270000,830700,319285,560700,2010
2012-08-22,2263,Hit & Run,22000000,17216955,13749300,-4783045,2010
2012-08-24,1586,Premium Rush,35000000,31393201,20275446,-3606799,2010
2012-08-24,2151,Les petits mouchoirs,25000000,48530887,205505,23530887,2010
2012-08-24,2703,The Apparition,17000000,10637281,4936819,-6362719,2010
2012-08-24,4203,Samsara,4000000,5966671,2672413,1966671,2010
2012-08-28,4816,Below Zero,1200000,0,0,-1200000,2010
2012-08-29,1984,Lawless,26000000,54393637,37397291,28393637,2010
2012-08-29,2495,The Oogieloves in the BIG Balloon Adventure,20000000,1065907,1065907,-18934093,2010
2012-08-31,2967,The Possession,14000000,82925064,49130588,68925064,2010
2012-08-31,4970,"For a Good Time, Call",850000,1386088,1251749,536088,2010
2012-09-03,7,John Carter,275000000,282778100,73058679,7778100,2010
2012-09-03,1395,A Thousand Words,40000000,20790486,18450127,-19209514,2010
2012-09-03,4551,Silent House,2000000,16610760,12739737,14610760,2010
2012-09-10,4936,Truth or Die,1000000,0,0,-1000000,2010
2012-09-11,708,Lincoln,65000000,273346281,182207973,208346281,2010
2012-09-11,2163,Dangerous Liaisons,24200000,10447579,17000,-13752421,2010
2012-09-11,4242,Replicas,4000000,0,0,-4000000,2010
2012-09-11,5169,Nothing But a Man,300000,17241,17241,-282759,2010
2012-09-14,738,Resident Evil: Retribution,65000000,238940997,42345531,173940997,2010
2012-09-14,1474,The Master,37500000,58792011,16247159,21292011,2010
2012-09-14,1627,Stolen,35000000,17967746,289773,-17032254,2010
2012-09-14,3184,Arbitrage,12000000,35830713,7919574,23830713,2010
2012-09-14,4108,Barfi,4600000,36751984,2804874,32151984,2010
2012-09-14,4818,Airborne,1200000,0,0,-1200000,2010
2012-09-21,846,Trouble with the Curve,60000000,47818913,35763137,-12181087,2010
2012-09-21,1220,Dredd,45000000,41467606,13414714,-3532394,2010
2012-09-21,2822,End of Watch,15000000,57586606,41003371,42586606,2010
2012-09-21,3062,The Perks of Being a Wallflower,13000000,33069303,17742948,20069303,2010
2012-09-21,3789,House at the End of the Street,6900000,44103982,31611916,37203982,2010
2012-09-28,447,Hotel Transylvania,85000000,378505812,148313048,293505812,2010
2012-09-28,1735,Looper,30000000,170466405,66486205,140466405,2010
2012-09-28,2551,Won't Back Down,19000000,5714913,5310554,-13285087,2010
2012-09-28,2674,Pitch Perfect,17000000,116044347,65001093,99044347,2010
2012-09-28,5072,The Other Dream Team,500000,314444,134109,-185556,2010
2012-10-02,449,Safe House,85000000,208542162,126181630,123542162,2010
2012-10-02,558,Journey 2: The Mysterious Island,79000000,318146162,103860290,239146162,2010
2012-10-02,1709,The Vow,30000000,197618160,125014030,167618160,2010
2012-10-08,247,The Bourne Legacy,125000000,280355920,113203870,155355920,2010
2012-10-08,375,The Campaign,95000000,104907746,86907746,9907746,2010
2012-10-17,4210,Holy Motors,4000000,4230426,641054,230426,2010
2012-10-19,1576,Alex Cross,35000000,35426759,25888412,426759,2010
2012-10-19,3963,Paranormal Activity 4,5000000,140619520,53900335,135619520,2010
2012-10-19,4612,The First Time ,2000000,17061,17061,-1982939,2010
2012-10-19,4859,The Sessions,1000000,11495204,6002451,10495204,2010
2012-10-26,325,Cloud Atlas,102000000,130673154,27108272,28673154,2010
2012-10-26,2415,Silent Hill: Revelation 3D,20000000,55975672,17530219,35975672,2010
2012-10-26,2473,Chasing Mavericks,20000000,8300821,6002756,-11699179,2010
2012-10-26,2996,Fun Size ,14000000,11166615,9409538,-2833385,2010
2012-10-26,4073,Mientras duermes,5000000,9109597,0,4109597,2010
2012-10-26,4619,The Ghastly Love of Johnny X,2000000,2436,2436,-1997564,2010
2012-11-05,165,Dark Shadows,150000000,238202668,79727149,88202668,2010
2012-11-07,4153,Snabba Cash,4300000,10212403,188870,5912403,2010
2012-11-13,3505,Jab Tak Hai Jaan,9200000,5806666,3047539,-3393334,2010
2012-11-16,199,"The Twilight Saga: Breaking Dawn, Part 2",136200000,829724737,292324737,693524737,2010
2012-11-16,1123,Anna Karenina,49000000,71004627,12816367,22004627,2010
2012-11-16,2284,Silver Linings Playbook,21000000,236412453,132092958,215412453,2010
2012-11-16,3282,Le prénom,11000000,25307405,61611,14307405,2010
2012-11-21,177,Rise of the Guardians,145000000,306900902,103412758,161900902,2010
2012-11-21,258,Life of Pi,120000000,607987022,124987022,487987022,2010
2012-11-21,735,Red Dawn,65000000,48164150,44806783,-16835850,2010
2012-11-23,2523,De rouille et d’os,19500000,29393634,2061449,9893634,2010
2012-11-30,2872,Killing Them Softly,15000000,39238443,14945541,24238443,2010
2012-11-30,3403,The Collection,10000000,8890094,6810754,-1109906,2010
2012-12-10,1231,Argo,44500000,227140757,136025503,182640757,2010
2012-12-10,1255,Here Comes the Boom,42000000,73239258,45290318,31239258,2010
2012-12-10,3022,Seven Psychopaths,13500000,33035736,15024049,19535736,2010
2012-12-10,3418,Atlas Shrugged: Part II,10000000,3336053,3336053,-6663947,2010
2012-12-10,4335,Sinister,3000000,87727807,48086903,84727807,2010
2012-12-10,5238,Middle of Nowhere,200000,236806,236806,36806,2010
2012-12-14,13,The Hobbit: An Unexpected Journey,250000000,1017003568,303003568,767003568,2010
2012-12-18,5211,The Frozen,250000,0,0,-250000,2010
2012-12-19,986,Zero Dark Thirty,52500000,134612435,95720716,82112435,2010
2012-12-19,1358,The Guilt Trip,40000000,41294674,37134215,1294674,2010
2012-12-19,3493,Amour,9700000,36787044,6738954,27087044,2010
2012-12-21,799,Jack Reacher,60000000,217370736,80070736,157370736,2010
2012-12-21,1394,The Impossible,40000000,169590606,19019882,129590606,2010
2012-12-21,1528,This is 40,35000000,90221182,67544505,55221182,2010
2012-12-21,2115,Cirque du Soleil: Worlds Away,25000000,28012862,12512862,3012862,2010
2012-12-25,331,Django Unchained,100000000,449948323,162805434,349948323,2010
2012-12-25,712,Les Miserables,65000000,442169052,148809770,377169052,2010
2012-12-25,2025,Parental Guidance,25000000,120832383,77267296,95832383,2010
2012-12-31,566,Astérix et Obélix: Au service de Sa Majesté ,77600000,60680125,0,-16919875,2010
2012-12-31,1230,Foodfight!,45000000,73706,0,-44926294,2010
2012-12-31,2511,Zambezia,20000000,34454631,0,14454631,2010
2012-12-31,4086,Should've Been Romeo,5000000,0,0,-5000000,2010
2012-12-31,4243,The Helpers,4000000,0,0,-4000000,2010
2012-12-31,4246,How to Fall in Love,4000000,0,0,-4000000,2010
2012-12-31,4538,Infected,2100000,0,0,-2100000,2010
2012-12-31,4634,Highway,2000000,0,0,-2000000,2010
2012-12-31,4974,Snitch,850000,0,0,-850000,2010
2012-12-31,5021,After,650000,0,0,-650000,2010
2012-12-31,5098,El rey de Najayo,500000,0,0,-500000,2010
2012-12-31,5326,Hayride,60000,0,0,-60000,2010
2013-01-02,962,Bullet to the Head,55000000,22597969,9489829,-32402031,2010
2013-01-02,1736,Warm Bodies,30000000,115121608,66380662,85121608,2010
2013-01-02,3560,A Haunting in Connecticut 2: The Ghosts of Georgia,9000000,0,0,-9000000,2010
2013-01-02,4720,The Gatekeepers,1500000,2592308,2408553,1092308,2010
2013-01-03,58,Jack the Giant Slayer,195000000,197687603,65187603,2687603,2010
2013-01-03,2642,Phantom,18000000,1199510,1034589,-16800490,2010
2013-01-03,3055,21 and Over,13000000,42195766,25682380,29195766,2010
2013-01-03,3117,Ernest et Celestine,12500000,9376444,292562,-3123556,2010
2013-01-03,3204,Stoker,12000000,12079308,1703125,79308,2010
2013-01-03,4140,The Sweeney,4500000,7838405,26345,3338405,2010
2013-01-03,4175,The Last Exorcism Part II,4000000,25448707,15179303,21448707,2010
2013-01-03,4488,The Lost Medallion: The Adventures of Billy Stone,2500000,549632,549632,-1950368,2010
2013-01-04,4624,Stitches,2000000,63555,0,-1936445,2010
2013-01-11,302,Ender's Game,110000000,127983283,61737191,17983283,2010
2013-01-11,937,Free Birds,55000000,110387072,55750480,55387072,2010
2013-01-11,3172,About Time,12000000,89309178,15323921,77309178,2010
2013-01-11,3975,Dallas Buyers Club,5000000,60611845,27298285,55611845,2010
2013-01-15,4425,30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,3000000,0,0,-3000000,2010
2013-01-18,1587,Broken City,35000000,34480045,19701164,-519955,2010
2013-01-18,1829,The Last Stand,30000000,48330757,12050299,18330757,2010
2013-01-18,2803,Mama,15000000,148095566,71628180,133095566,2010
2013-01-25,1042,Hansel & Gretel: Witch Hunters,50000000,214949716,55703475,164949716,2010
2013-01-25,1594,Parker,35000000,48543388,17616641,13543388,2010
2013-01-25,3391,Movie 43,10000000,31164747,8840453,21164747,2010
2013-01-25,5324,Supporting Characters,60000,4917,4917,-55083,2010
2013-01-28,1893,Last Vegas,28000000,112914167,63914167,84914167,2010
2013-01-29,4297,"Batman: The Dark Knight Returns, Part 2",3500000,0,0,-3500000,2010
2013-02-07,6,The Lone Ranger,275000000,260002115,89302115,-14997885,2010
2013-02-08,771,2 Guns,61000000,132493015,75612460,71493015,2010
2013-02-08,4479,The Spectacular Now,2500000,6916951,6852971,4416951,2010
2013-02-08,5199,The Canyons,250000,62375,59671,-187625,2010
2013-02-14,391,A Good Day to Die Hard,92000000,304249198,67349198,212249198,2010
2013-02-14,1099,Beautiful Creatures,50000000,60282876,19452138,10282876,2010
2013-02-14,1887,Safe Haven,28000000,94050951,71399120,66050951,2010
