Release_Date,Rank,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross,USD_Profit,Decade
1997-11-07,407,Contact,90000000,165900000,100920329,75900000,1990
1997-11-07,1923,A Simple Wish,28000000,8165213,8165213,-19834787,1990
1997-11-14,821,The Jackal,60000000,159356941,54956941,99356941,1990
1997-11-14,980,Anastasia,53000000,139801290,58403409,86801290,1990
1997-11-14,2432,The Man Who Knew Too Little,20000000,13801755,13801755,-6198245,1990
1997-11-21,1345,The Rainmaker,40000000,45916769,45916769,5916769,1990
1997-11-21,1578,Midnight in the Garden of Good and Evil,35000000,25078937,25078937,-9921063,1990
1997-11-21,1785,Mortal Kombat: Annihilation,30000000,51327406,35927406,21327406,1990
1997-11-26,513,Flubber,80000000,177993801,92993801,97993801,1990
1997-11-26,830,Alien: Resurrection,60000000,160700000,47795018,100700000,1990
1997-12-09,1052,The Game,50000000,80369970,48265581,30369970,1990
1997-12-12,1347,Amistad,40000000,58250151,44212592,18250151,1990
1997-12-12,2165,Scream 2,24000000,101363301,101363301,77363301,1990
1997-12-12,2449,Deconstructing Harry,20000000,10686841,10686841,-9313159,1990
1997-12-17,3987,The Apostle,5000000,21277770,20733485,16277770,1990
1997-12-19,37,Titanic,200000000,2207615668,658672302,2007615668,1990
1997-12-19,290,Tomorrow Never Dies,110000000,339504276,125304276,229504276,1990
1997-12-19,1451,Mouse Hunt,38000000,61894591,61894591,23894591,1990
1997-12-24,1008,As Good as it Gets,50000000,314111923,148478011,264111923,1990
1997-12-25,550,The Postman,80000000,20841123,17650704,-59158877,1990
1997-12-25,1925,Kundun,28000000,5686694,5686694,-22313306,1990
1997-12-25,2818,Wag the Dog,15000000,64252038,43057470,49252038,1990
1997-12-25,3139,Jackie Brown,12000000,74727492,39673162,62727492,1990
1997-12-31,3112,Oscar and Lucinda,12500000,1612957,1612957,-10887043,1990
1998-01-05,2090,He Got Game,25000000,22411948,21567853,-2588052,1990
1998-01-05,4216,Shooting Fish,4000000,302204,302204,-3697796,1990
1998-01-05,4518,"Dancer, Texas Pop. 81",2300000,574838,574838,-1725162,1990
1998-01-07,182,Armageddon,140000000,554600000,201578182,414600000,1990
1998-01-16,677,Hard Rain,70000000,19870567,19870567,-50129433,1990
1998-01-16,3621,Half Baked,8000000,17394881,17394881,9394881,1990
1998-01-16,4456,The Dress,2650000,16556,16556,-2633444,1990
1998-01-23,2077,Spice World,25000000,56042592,29342592,31042592,1990
1998-01-30,1222,Deep Rising,45000000,11203026,11203026,-33796974,1990
1998-01-30,4048,Zero Effect,5000000,2080693,2080693,-2919307,1990
1998-02-10,530,What Dreams May Come,80000000,71485043,55485043,-8514957,1990
1998-02-10,792,Antz,60000000,152457863,90757863,92457863,1990
1998-02-10,2685,A Night at the Roxbury,17000000,30331165,30331165,13331165,1990
1998-02-13,621,Sphere,73000000,50168294,37068294,-22831706,1990
1998-02-13,1871,The Borrowers,29000000,54045832,22619589,25045832,1990
1998-02-13,5065,Hurricane Streets,500000,367582,334041,-132418,1990
1998-02-20,5321,I Love You … Don't Touch Me!,68000,33598,33598,-34402,1990
1998-02-27,1951,Dark City,27000000,27257061,14435076,257061,1990
1998-02-27,3468,An Alan Smithee Film: Burn Hollywood Burn,10000000,45779,45779,-9954221,1990
1998-03-04,524,Lost In Space,80000000,136047317,69117629,56047317,1990
1998-03-04,849,Mercury Rising,60000000,32983332,32983332,-27016668,1990
1998-03-04,2885,Barney's Great Adventure,15000000,11156471,11156471,-3843529,1990
1998-03-04,3387,The Spanish Prisoner,10000000,13835130,10162034,3835130,1990
1998-03-13,1537,The Man in the Iron Mask,35000000,56968169,56968169,21968169,1990
1998-03-13,3771,Chairman of the Board,7000000,306715,306715,-6693285,1990
1998-03-20,739,Primary Colors,65000000,39017984,39017984,-25982016,1990
1998-03-20,2380,Wild Things,20000000,55576699,29795299,35576699,1990
1998-03-20,3234,Madadayo,11900000,48856,48856,-11851144,1990
1998-03-20,3852,Mr. Nice Guy,6000000,31716953,12716953,25716953,1990
1998-03-27,1956,The Newton Boys,27000000,10341093,10341093,-16658907,1990
1998-03-27,2192,Meet the Deedles,24000000,4356126,4356126,-19643874,1990
1998-03-27,2507,"Couloirs du temps: Les visiteurs 2, Les",20000000,26146072,146072,6146072,1990
1998-03-27,4062,No Looking Back,5000000,143273,143273,-4856727,1990
1998-03-27,4128,Karakter,4500000,713413,713413,-3786587,1990
1998-04-09,1606,Knock Off,35000000,10319915,10319915,-24680085,1990
1998-04-12,2398,Psycho,20000000,37226218,21541218,17226218,1990
1998-04-12,3868,Little Voice,6000000,21787233,4595000,15787233,1990
1998-04-15,4602,24 7: Twenty Four Seven,2000000,72544,72544,-1927456,1990
1998-04-17,2845,The Object of my Affection,15000000,29145924,29145924,14145924,1990
1998-04-24,3052,The Big Hit,13000000,27066941,27066941,14066941,1990
1998-04-24,3854,Sliding Doors,6000000,58809149,11911200,52809149,1990
1998-04-24,4871,Two Girls and a Guy,1000000,2315026,2057193,1315026,1990
1998-05-06,780,The Truman Show,60000000,264118201,125618201,204118201,1990
1998-05-08,2675,Halloween: H2O,17000000,55041738,55041738,38041738,1990
1998-05-15,804,The Horse Whisperer,60000000,186883563,75383563,126883563,1990
1998-05-15,1386,Quest for Camelot,40000000,38172500,22772500,-1827500,1990
1998-05-15,1799,Bulworth,30000000,29203383,26528684,-796617,1990
1998-05-15,4591,Clockwatchers,2000000,539961,537948,-1460039,1990
1998-05-19,245,Godzilla,125000000,376000000,136314294,251000000,1990
1998-05-22,2561,Fear and Loathing in Las Vegas,18500000,13711903,10680275,-4788097,1990
1998-05-27,4277,I Got the Hook-Up!,3500000,10317779,10317779,6817779,1990
1998-05-29,1746,Hope Floats,30000000,81529000,60110313,51529000,1990
1998-06-02,1811,The Replacement Killers,30000000,19035741,19035741,-10964259,1990
1998-06-03,2427,Twilight,20000000,15055091,15055091,-4944909,1990
1998-06-03,2866,The Big Lebowski,15000000,46189568,17498804,31189568,1990
1998-06-03,4160,Love and Death on Long Island,4030000,2542264,2542264,-1487736,1990
1998-06-11,666,The Siege,70000000,116625798,40934175,46625798,1990
1998-06-11,2075,Elizabeth,25000000,82150642,30082699,57150642,1990
1998-06-11,2197,The Waterboy,23000000,190191646,161491646,167191646,1990
1998-06-11,3545,Velvet Goldmine,9000000,4313644,1053788,-4686356,1990
1998-06-11,4280,Gods and Monsters,3500000,6451628,6451628,2951628,1990
1998-06-19,404,Mulan,90000000,303500000,120620254,213500000,1990
1998-06-19,704,The X Files: Fight the Future,66000000,189176423,83898313,123176423,1990
1998-06-19,5019,Hav Plenty,650000,2301777,2301777,1651777,1990
1998-06-26,633,Doctor Dolittle,71500000,294156605,144156605,222656605,1990
1998-06-26,1138,Out of Sight,48000000,77562568,37562568,29562568,1990
1998-06-26,4561,Smoke Signals,2000000,7756617,6719300,5756617,1990
1998-06-26,4721,Buffalo '66,1500000,2380606,2380606,880606,1990
1998-07-08,620,Snake Eyes,73000000,103891409,55591409,30891409,1990
1998-07-08,4910,Safe Men,1000000,21210,21210,-978790,1990
1998-07-08,5171,"First Love, Last Rites",300000,10876,10876,-289124,1990
1998-07-15,2232,There's Something About Mary,22000000,360099999,176484651,338099999,1990
1998-07-17,721,The Mask of Zorro,65000000,233700000,93828745,168700000,1990
1998-07-22,967,Lolita,55000000,1147784,1147784,-53852216,1990
1998-07-24,706,Saving Private Ryan,65000000,485035085,216335085,420035085,1990
1998-07-24,2865,Disturbing Behavior,15000000,19014238,17507368,4014238,1990
1998-07-24,3361,Jane Austen's Mafia,10000000,30143795,19843795,20143795,1990
1998-07-29,1058,The Negotiator,50000000,49105766,44705766,-894234,1990
1998-07-31,1973,Ever After: A Cinderella Story,26000000,65705772,65705772,39705772,1990
1998-08-04,3982,The Players Club,5000000,23047939,23047939,18047939,1990
1998-08-05,495,Deep Impact,80000000,349464664,140464664,269464664,1990
1998-08-05,3070,Woo,13000000,8064972,8064972,-4935028,1990
1998-08-14,862,The Avengers,60000000,48585416,23385416,-11414584,1990
1998-08-14,2356,How Stella Got Her Groove Back,20000000,37672944,37672944,17672944,1990
1998-08-14,3451,La femme de chambre du Titanic,10000000,244465,244465,-9755535,1990
1998-08-14,4031,Slums of Beverly Hills,5000000,5502773,5502773,502773,1990
1998-08-21,1177,Blade,45000000,131237688,70141876,86237688,1990
1998-08-21,2987,Dead Man on Campus,14000000,15064948,15064948,1064948,1990
1998-08-21,4865,"Next Stop, Wonderland",1000000,3465703,3395581,2465703,1990
1998-08-28,3064,54,13000000,16757163,16757163,3757163,1990
1998-08-28,5195,I Married a Strange Person,250000,203134,203134,-46866,1990
1998-09-01,2549,Firestorm,19000000,8123860,8123860,-10876140,1990
1998-09-10,871,Holy Man,60000000,12069719,12069719,-47930281,1990
1998-09-10,4769,Festen,1300000,1647780,1647780,347780,1990
1998-09-10,4878,Slam,1000000,1087521,1009819,87521,1990
1998-09-10,5300,The Mighty,100000,6121582,2652246,6021582,1990
1998-09-18,1514,Rush Hour,35000000,245300000,141186864,210300000,1990
1998-09-18,1802,One True Thing,30000000,26708196,23337196,-3291804,1990
1998-09-18,4598,Six-String Samurai,2000000,134624,134624,-1865376,1990
1998-09-25,944,Ronin,55000000,70692101,41610884,15692101,1990
1998-09-25,2970,Urban Legend,14000000,72571864,38116707,58571864,1990
1998-09-25,3643,Clay Pigeons,8000000,2256606,1793359,-5743394,1990
1998-09-25,4909,The Last Big Thing,1000000,22434,22434,-977566,1990
1998-10-04,925,City of Angels,55000000,198750909,78750909,143750909,1990
1998-10-07,186,Lethal Weapon 4,140000000,285400000,130444603,145400000,1990
1998-10-07,1329,Small Soldiers,40000000,71743823,55143823,31743823,1990
1998-10-07,5320,Pi,68000,4678513,3221152,4610513,1990
1998-10-16,832,Practical Magic,60000000,68336997,46850558,8336997,1990
1998-10-16,985,Beloved,53000000,22852487,22852487,-30147513,1990
1998-10-16,2070,Bride of Chucky,25000000,50692188,32404188,25692188,1990
1998-10-16,4389,Happiness,3000000,5746453,2746453,2746453,1990
1998-10-23,612,Soldier,75000000,14623082,14623082,-60376918,1990
1998-10-23,4884,Orgazmo,1000000,627287,582024,-372713,1990
1998-10-30,2402,Vampires,20000000,20268825,20268825,268825,1990
1998-10-30,3175,Living Out Loud,12000000,12905901,12905901,905901,1990
1998-10-30,3404,American History X,10000000,6719864,6719864,-3280136,1990
1998-11-09,2149,Without Limits,25000000,780326,780326,-24219674,1990
1998-11-09,2412,Simon Birch,20000000,18310591,18253415,-1689409,1990
1998-11-09,3158,Rounders,12000000,22921898,22921898,10921898,1990
1998-11-09,5162,Let's Talk About Sex,300000,373615,373615,73615,1990
1998-11-09,5193,Cube,250000,8969065,489220,8719065,1990
1998-11-12,656,Star Trek: Insurrection,70000000,117800000,70187658,47800000,1990
1998-11-12,1072,Jack Frost,50000000,34645374,34645374,-15354626,1990
1998-11-12,1969,Shakespeare in Love,26000000,279500000,100317794,253500000,1990
1998-11-12,2693,A Simple Plan,17000000,16316273,16316273,-683727,1990
1998-11-12,3367,Rushmore,10000000,19080435,17105219,9080435,1990
1998-11-13,467,Meet Joe Black,85000000,44650003,44650003,-40349997,1990
1998-11-13,2174,I Still Know What You Did Last Summer,24000000,40020622,40020622,16020622,1990
1998-11-20,453,Enemy of the State,85000000,250649836,111549836,165649836,1990
1998-11-20,1160,A Bug's Life,45000000,363095319,162798565,318095319,1990
1998-11-20,1884,The Rugrats Movie,28000000,140894685,100494685,112894685,1990
1998-11-20,3191,Celebrity,12000000,6200000,5078660,-5800000,1990
1998-11-20,4339,Waking Ned Devine,3000000,55193251,24793251,52193251,1990
1998-11-20,4435,Central do Brasil,2900000,17006158,5969553,14106158,1990
1998-11-25,549,Babe: Pig in the City,80000000,69131860,18319860,-10868140,1990
1998-11-25,2887,Home Fries,15000000,10513979,10513979,-4486021,1990
1998-11-25,3389,Very Bad Things,10000000,21094974,9949470,11094974,1990
1998-12-06,521,"Six Days, Seven Nights",80000000,164800000,74339294,84800000,1990
1998-12-06,3069,Dirty Work,13000000,10020081,10020081,-2979919,1990
1998-12-06,3351,Can't Hardly Wait,10000000,25358996,25358996,15358996,1990
1998-12-06,3654,The Land Girls,8000000,146083,146083,-7853917,1990
1998-12-18,715,You've Got Mail,65000000,250800000,115821495,185800000,1990
1998-12-18,788,The Prince of Egypt,60000000,218613188,101413188,158613188,1990
1998-12-23,993,The Thin Red Line,52000000,97709034,36400491,45709034,1990
1998-12-25,531,Mighty Joe Young,80000000,50632037,50632037,-29367963,1990
1998-12-25,818,A Civil Action,60000000,56709981,56709981,-3290019,1990
1998-12-25,1009,Patch Adams,50000000,202173000,135014968,152173000,1990
1998-12-25,1020,Stepmom,50000000,159745279,91137662,109745279,1990
1998-12-25,2823,The Faculty,15000000,40283321,40283321,25283321,1990
1998-12-25,3450,The Swindle,10000000,5045359,245359,-4954641,1990
1999-01-09,1638,Chill Factor,34000000,11263966,11263966,-22736034,1990
1999-01-09,3745,Outside Providence,7000000,7824358,7309628,824358,1990
1999-01-10,1131,Three Kings,48000000,107752036,60652036,59752036,1990
1999-01-10,1921,"Mystery, Alaska",28000000,8891623,8891623,-19108377,1990
1999-01-10,2696,The Adventures of Elmo in Grouchland,17000000,11634458,11634458,-5365542,1990
1999-01-10,3619,Drive Me Crazy,8000000,22591451,17843379,14591451,1990
1999-01-10,4689,"Happy, Texas",1700000,2891228,2039192,1191228,1990
1999-01-15,613,Virus,75000000,30626690,14010690,-44373310,1990
1999-01-15,1388,At First Sight,40000000,22365133,22365133,-17634867,1990
1999-01-15,1830,In Dreams,30000000,12017369,12017369,-17982631,1990
1999-01-15,2729,Varsity Blues,16000000,54294169,52894169,38294169,1990
1999-01-15,4702,Mississippi Mermaid,1600000,2627795,27795,1027795,1990
1999-01-22,1842,Gloria,30000000,4967493,4167493,-25032507,1990
1999-01-22,5259,Bacheha-Ye aseman,180000,1628579,933933,1448579,1990
1999-01-29,3310,She's All That,10000000,63465522,63465522,53465522,1990
1999-02-04,1376,The Out-of-Towners,40000000,28544120,28544120,-11455880,1990
1999-02-04,5387,Following,6000,240495,48482,234495,1990
1999-02-07,2258,Summer of Sam,22000000,19288130,19288130,-2711870,1990
1999-02-07,5033,Broken Vessels,600000,85343,15030,-514657,1990
1999-02-19,3385,Office Space,10000000,12179708,10827813,2179708,1990
1999-02-19,4385,Jawbreaker,3000000,3076820,3076820,76820,1990
1999-02-26,1360,8MM,40000000,96398826,36443442,56398826,1990
1999-02-26,3861,200 Cigarettes,6000000,6852450,6852450,852450,1990
1999-02-26,5322,20 Dates,66000,602920,541636,536920,1990
1999-03-12,2218,The End of the Affair,23000000,10660147,10660147,-12339853,1990
1999-03-19,3202,Ravenous,12000000,2062406,2062406,-9937594,1990
1999-03-19,4919,Sparkler,1000000,5494,5494,-994506,1990
1999-03-26,864,EDtv,60000000,35319689,22508689,-24680311,1990
1999-03-26,3001,A Walk on the Moon,14000000,4741987,4741987,-9258013,1990
1999-03-26,3990,Doug's 1st Movie,5000000,19421271,19421271,14421271,1990
1999-03-26,4226,Among Giants,4000000,64359,64359,-3935641,1990
1999-03-31,711,The Matrix,65000000,463517383,171479930,398517383,1990
1999-03-31,3048,Ten Things I Hate About You,13000000,60414025,38177966,47414025,1990
1999-04-06,950,Instinct,55000000,34105207,34105207,-20894793,1990
1999-04-06,3589,Limbo,8300000,2598224,2160710,-5701776,1990
1999-04-06,4065,Desert Blue,5000000,99147,99147,-4900853,1990
1999-04-08,1091,The Iron Giant,50000000,31333917,23159305,-18666083,1990
1999-04-08,3072,Dick,13000000,6276869,6276869,-6723131,1990
1999-04-08,4409,The Gambler,3000000,101773,51773,-2898227,1990
1999-04-16,595,Life,75000000,73521587,64062587,-1478413,1990
1999-04-23,1653,Pushing Tin,33000000,8408835,8408835,-24591165,1990
1999-04-23,2303,eXistenZ,20700000,2840417,2840417,-17859583,1990
1999-04-23,2997,Lost and Found,14000000,6552255,6552255,-7447745,1990
1999-04-23,3577,Election,8500000,17202854,14943582,8702854,1990
1999-04-30,703,Entrapment,66000000,211700000,87707396,145700000,1990
1999-04-30,2913,Idle Hands,15000000,4023741,4023741,-10976259,1990
1999-04-30,4585,Get Real,2000000,1152411,1152411,-847589,1990
1999-05-02,1025,Payback,50000000,161626121,81526121,111626121,1990
1999-05-02,3870,Simply Irresistible,6000000,4398989,4398989,-1601011,1990
1999-05-03,1719,Analyze This,30000000,176885658,106885658,146885658,1990
1999-05-03,3253,Cruel Intentions,11000000,75803716,38230075,64803716,1990
1999-05-03,4766,"Lock, Stock and Two Smoking Barrels",1350000,28356188,3897569,27006188,1990
1999-05-11,697,The Insider,68000000,60265197,28965197,-7734803,1990
1999-05-11,1130,The Bone Collector,48000000,151463090,66488090,103463090,1990
1999-05-11,2295,The Bachelor,21000000,36882378,21731001,15882378,1990
1999-05-14,2988,Tea with Mussolini,14000000,14395874,14395874,395874,1990
1999-05-19,272,Star Wars Ep. I: The Phantom Menace,115000000,1027044677,474544677,912044677,1990
1999-05-21,2900,The Love Letter,15000000,8322608,8322608,-6677392,1990
1999-05-21,5143,Trekkies,375000,617172,617172,242172,1990
1999-05-28,1248,Notting Hill,42000000,363728226,116089678,321728226,1990
1999-05-28,2757,The Thirteenth Floor,16000000,11810854,11810854,-4189146,1990
1999-05-28,4212,The Loss of Sexual Innocence,4000000,399793,399793,-3600207,1990
1999-06-08,696,Mystery Men,68000000,33462011,29762011,-34537989,1990
1999-06-08,1129,The Thomas Crown Affair,48000000,124304264,69304264,76304264,1990
1999-06-08,1276,The Sixth Sense,40000000,672806292,293506292,632806292,1990
1999-06-08,3443,Illuminata,10000000,836641,836641,-9163359,1990
1999-06-16,175,Tarzan,145000000,448191819,171091819,303191819,1990
1999-06-18,787,The General's Daughter,60000000,149705852,102705852,89705852,1990
1999-06-18,3291,An Ideal Husband,10700000,31341183,18542974,20641183,1990
1999-06-18,4680,Lola rennt,1750000,22879194,7267324,21129194,1990
1999-06-25,1707,Big Daddy,30000000,228641283,163479795,198641283,1990
1999-06-30,90,Wild Wild West,175000000,221229335,113805681,46229335,1990
1999-06-30,2285,"South Park: Bigger, Longer & Uncut",21000000,52037603,52037603,31037603,1990
1999-07-05,492,The Mummy,80000000,416385488,155385488,336385488,1990
1999-07-14,2185,Muppets From Space,24000000,16304786,16304786,-7695214,1990
1999-07-14,5026,The Blair Witch Project,600000,248300000,140539099,247700000,1990
1999-07-16,731,Eyes Wide Shut,65000000,104267443,55691208,39267443,1990
1999-07-16,1947,Lake Placid,27000000,31770413,31770413,4770413,1990
1999-07-16,3841,The Wood,6000000,25059640,25059640,19059640,1990
1999-07-16,4227,The Velocity of Gary,4000000,34145,34145,-3965855,1990
